show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80172000,Movie,american experience: ruby ridge,barak goodman,"Dave Hunt, Bo Gritz, Sara Weaver",USA,"April 19, 2017",2017,TV-MA,53 min,Documentaries,"a botched attempt to arrest a white supremacist in idaho results in a gun battle, a standoff and three deaths that galvanize public opinion in 1992."
80169778,Movie,oklahoma city,barak goodman,,USA,"April 19, 2017",2017,TV-14,102 min,Documentaries,domestic terrorist timothy mcveigh's bomb attack on an oklahoma city federal building in 1995 is chronicled in this examination of the shocking event.
81035844,Movie,30 days of luxury,hani hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",Egypt,"April 18, 2019",2016,TV-14,91 min,"Comedies, International Movies","with the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub."
81035842,Movie,because we're heading out,khaled el halafawy,"Hassan El Raddad, Emy Samir Ghanim, Bayyumi Fuad, Taher Abu Lela, Nesreen Ameen, Mourad Makram, Diaa El-Merghani, Juditta Salem-Wolff",Egypt,"April 18, 2019",2016,TV-14,99 min,"Comedies, International Movies",trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.
81035860,Movie,my dog is my guide,ismail farouk,"Sameh Hussain, Hasan Abdulfattah, Sulayman Id, Ayten Amer, Hassan Hosny",Egypt,"April 18, 2019",2013,TV-14,99 min,"Comedies, International Movies","relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with."
81035850,Movie,my wife and my wifey,moataz el tony,"Ramez Galal, Shery Adel, Hassan Hosny, Samy Maghawry, Youssef Eid, Raja Al-Jeddawi, Edward",,"April 18, 2019",2014,TV-14,99 min,"Comedies, International Movies",a man finds his marriage to a dedicated women's rights activist facing some unexpected challenges over her commitment to the cause.
81035846,Movie,the walls of the moon,"ossama abu el atta, tarek al eryan","Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed",Egypt,"April 18, 2019",2015,TV-MA,98 min,"Action & Adventure, Dramas, International Movies","after losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life."
81035854,Movie,warda,hadi el bagoury,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed",Egypt,"April 18, 2019",2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies","when an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn."
80097516,Movie,friend request,simon verhoeven,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers, Shashawnee Hall, Susan Danford",Germany,"April 18, 2018",2016,R,92 min,"Horror Movies, International Movies",a popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.
70217161,TV Show,the adventures of sonic the hedgehog,,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada","April 18, 2018",1993,TV-Y,1 Season,Kids' TV,"hyper hedgehog sonic and his cohort miles ""tails"" prower defend the planet mobius against dr. robotnik and his evil schemes in this animated series."
80164465,Movie,bigger fatter liar,ron oliver,"Ricky Garcia, Jodelle Ferland, Barry Bostwick, Fiona Vroom, Kevin O'Grady, Karen Holness",USA,"April 18, 2017",2017,PG,95 min,"Children & Family Movies, Comedies","when his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once."
80117484,Movie,lucas brothers: on drugs,jay chapman,"Keith Lucas, Kenny Lucas",USA,"April 18, 2017",2017,TV-MA,50 min,Stand-Up Comedy,"deadpan twin comics keith and kenny lucas take the stage in brooklyn with a set that touches on drugs, race, deion sanders, teachers and o.j. simpson."
80017099,Movie,a little chaos,alan rickman,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Steven Waddington, Jennifer Ehle, Rupert Penry-Jones, Paula Paul, Danny Webb, Phyllida Law",United Kingdom,"April 17, 2019",2014,R,113 min,"Dramas, Independent Movies, International Movies","a willful young woman is hired to design a garden at versailles for louis xiv. soon, she's ensnared in political and romantic complications."
81043542,Movie,dabbe 6: the return,hasan karacadağ,"Sema Şimşek, Nilay Gök, Volkan Ünal, Fehmi Karaarslan, Elçin Atamgüç, Ömer Duran, Murat Seviş, Aybike Turan, Burak Çimen",Turkey,"April 17, 2019",2015,TV-MA,153 min,"Horror Movies, International Movies","a cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play."
81026329,Movie,de film van dylan haegens,"dylan haegens, bas van teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven",Netherlands,"April 17, 2019",2018,TV-PG,81 min,"Comedies, International Movies",a youtuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.
81006826,Movie,franco escamilla: bienvenido al mundo,ulises valencia,Franco Escamilla,Mexico,"April 17, 2019",2019,TV-MA,54 min,Stand-Up Comedy,"comedian franco escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance."
81013626,Movie,homecoming: a film by beyoncé,beyoncé knowles-carter,Beyoncé Knowles-Carter,,"April 17, 2019",2019,TV-MA,138 min,"Documentaries, Music & Musicals","this intimate, in-depth look at beyoncé's celebrated 2018 coachella performance reveals the emotional road from creative concept to cultural movement."
80232914,TV Show,the chalet,,"Chloé Lambert, Philippe Dusseau, Emilie de Preissac, Marc Ruchmann, Blanche Veisberg, Eric Savin, Nicolas Gob, Catherine Vinatier, Thierry Godard",France,"April 17, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",friends gathered at a remote chalet in the french alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.
80213655,TV Show,the honeymoon stand up special,,"Natasha Leggero, Moshe Kasher",USA,"April 17, 2018",2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","impending parenthood does funny things to natasha leggero and moshe kasher, who dissect family, relationships and more in a trio of stand-up specials."
80027271,TV Show,the messengers,,"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank",USA,"April 17, 2016",2015,TV-PG,1 Season,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",a group of strangers who are killed by a mysterious object soon come back to life and learn they have been chosen to prevent the apocalypse.
80029368,Movie,chris d'elia: incorrigible,bill d'elia,Chris D'Elia,USA,"April 17, 2015",2015,TV-MA,84 min,Stand-Up Comedy,stand-up comedian chris d'elia covers everything from how to improve the nfl to why dating is evil and that babies should grow up before they're born.
70222859,Movie,21 & over,"jon lucas, scott moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",USA,"April 16, 2019",2013,R,93 min,Comedies,jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.
70261674,Movie,about time,richard curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Tom Hollander, Margot Robbie, Joshua McGuire, Vanessa Kirby",United Kingdom,"April 16, 2019",2013,R,123 min,"Comedies, Dramas, International Movies","when tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams."
70045274,Movie,evan almighty,tom shadyac,"Steve Carell, John Goodman, Molly Shannon, Lauren Graham, Graham Phillips, Johnny Simmons, Morgan Freeman, Wanda Sykes, John Michael Higgins, Jonah Hill, Jimmy Bennett",USA,"April 16, 2019",2007,PG,96 min,"Children & Family Movies, Comedies, Faith & Spirituality","god summons narcissistic evan to build an ark in preparation for a flood. meanwhile, evan's family interprets his new hobby as a midlife crisis."
81034599,Movie,jonathan,bill oliver,"Ansel Elgort, Suki Waterhouse, Douglas Hodge, Patricia Clarkson, Matt Bomer, Souleymane Sy Savane, Shunori Ramanathan, Joe Egender",USA,"April 16, 2019",2018,TV-MA,101 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","two siblings share a body, each getting it for 12 hours a day. but when one of them breaks the rules, their whole way of life comes crashing down."
80999069,Movie,super monsters furever friends,,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip",,"April 16, 2019",2019,TV-Y,59 min,Children & Family Movies,"on the first night of spring, the super monsters gather for food, fun and games in the park – and get to meet their adorable new pets!"
81090128,Movie,the creative brain,"jennifer beamish, toby trackman",David Eagleman,USA,"April 16, 2019",2019,TV-14,53 min,Documentaries,"neuroscientist david eagleman taps into the creative process of various innovators while exploring brain-bending, risk-taking ways to spark creativity."
70114022,Movie,cirque du freak: the vampire's assistant,paul weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",USA,"April 16, 2018",2009,PG-13,109 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","when darren shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck."
80180225,Movie,porto,gabe klinger,"Anton Yelchin, Lucie Lucas, Françoise Lebrun, Paulo Calatré","Portugal, France, Poland, United States","April 16, 2018",2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies","in a coastal portuguese city, an erotic encounter ensues between an american expat and a french student, resonating through their lives years later."
80015794,Movie,manglehorn,david gordon green,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",USA,"April 16, 2017",2014,PG-13,97 min,"Dramas, Independent Movies",a reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.
70283263,TV Show,star-crossed,,"Aimee Teegarden, Matt Lanter, Grey Damon, Malese Jow, Greg Finley, Natalie Hall, Titus Makin Jr., Chelsea Gilligan",USA,"April 16, 2015",2014,TV-14,1 Season,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",the passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.
81088700,Movie,bollywood calling,nagesh kukunoor,"Om Puri, Pat Cusick, Navin Nischol, Perizaad Zorabian",India,"April 15, 2019",2001,TV-MA,102 min,"Comedies, Dramas, International Movies",a down-and-out hollywood actor is utterly unprepared for the eccentricities that await when an indian producer offers him a role in a bollywood film.
70043149,Movie,ek khiladi ek haseena,suparn verma,"Koena Mitra, Fardeen Khan, Kay Kay Menon, Mumait Khan, Rakhi Sawant, Feroz Khan, Zabyn Khan, Rohit Roy, Gulshan Grover, Amin Hajee",India,"April 15, 2019",2005,TV-MA,141 min,"International Movies, Music & Musicals, Thrillers","indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted."
81018181,Movie,generation iron 3,vlad yudin,,USA,"April 15, 2019",2018,TV-MA,95 min,"Documentaries, Sports Movies",bodybuilders come together from around the world to compete in the mr. olympia competition and try to achieve their goals of physical perfection.
70040077,Movie,hazaaron khwaishein aisi,sudhir mishra,"Kay Kay Menon, Shiney Ahuja, Chitrangada Singh, Ram Kapoor, Saurabh Shukla, Yashpal Sharma, Jasbir Malik, Sohrab Ardeshir, Aditya Bhattacharya, Arif Zakaria","India, France","April 15, 2019",2003,TV-MA,111 min,"Dramas, International Movies, Romantic Movies","in a politically charged india of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart."
60031998,Movie,jhankaar beats,sujoy ghosh,"Rahul Bose, Sanjay Suri, Rinke Khanna, Riya Sen, Juhi Chawla, Shayan Munshi",India,"April 15, 2019",2003,TV-MA,131 min,"Comedies, International Movies, Music & Musicals","juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition."
60036103,Movie,mumbai matinee,anant balani,"Rahul Bose, Vijay Raaz, Anusha Dhandekar, Perizaad Zorabian, Saurabh Shukla, Asrani, Shehzad Khan",India,"April 15, 2019",2003,TV-14,116 min,"Comedies, International Movies, Romantic Movies","still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
81086641,Movie,rainbow jelly,soukarya ghosal,"Mahabrata Basu, Anumegha Banerjee, Koushik Sen, Sreelekha Mitra, Shantilal Mukherjee, Iqbal Sultan, Daminee Basu, Subhajit Das",India,"April 15, 2019",2018,TV-14,119 min,"Dramas, International Movies, Sci-Fi & Fantasy","mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes."
70027133,Movie,shabd,leena yadav,"Sanjay Dutt, Aishwarya Rai Bachchan, Zayed Khan, Brijendra Kala, Sadiya Siddiqui, Kamini Khanna",India,"April 15, 2019",2005,TV-14,146 min,"Dramas, International Movies, Romantic Movies","when a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry."
81086640,Movie,shortcut safari,amitabha singh,"Jimmy Shergill, Aashi Rawal, Stuti Dwivedi, Deah Tandon, Sharvil Patel, Hardil Kanabar, Mann Patel, Ugam Khetani, Manmeet Singh, Nazia Davison",India,"April 15, 2019",2016,TV-PG,101 min,"Action & Adventure, Comedies, Dramas",unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.
81009808,Movie,the new romantic,carly stone,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia",Canada,"April 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, Romantic Movies","fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant."
80189853,Movie,beyond skyline,liam o'donnell,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey, Antonio Fargas, Yayan Ruhian, Pamelyn Chee, Jacob Vargas, Iko Uwais","United Kingdom, China, Canada, Indonesia, Singapore, United States","April 15, 2018",2017,R,107 min,"Action & Adventure, Sci-Fi & Fantasy","in the wake of an extraterrestrial invasion, a suspended l.a. cop teams up with survivors to stop the onslaught and rescue human captives."
70059700,Movie,eddie murphy: delirious,bruce gowers,Eddie Murphy,USA,"April 15, 2018",1983,NR,69 min,Stand-Up Comedy,"flashing the wild stand-up comedy that made him a household name, eddie murphy unleashes uncensored observations and parodies in this 1983 live show."
70142918,Movie,harriet the spy: blog wars,ron oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan","United States, Canada","April 15, 2018",2010,TV-G,87 min,"Children & Family Movies, Comedies",intrepid writer harriet welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
80992231,Movie,numero zero. the roots of italian rap,enrico bisi,,Italy,"April 15, 2018",2015,TV-MA,91 min,"Documentaries, International Movies, Music & Musicals","in the '90s, the explosive popularity of hip-hop music in italy impacts the nation's character while creating a new kind of renegade artist."
80081790,Movie,a patch of fog,michael lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",United Kingdom,"April 15, 2017",2015,TV-MA,92 min,"Dramas, Thrillers","when a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life."
80122232,TV Show,agent raghav,,"Sharad Kelkar, Aahana Kumra, Mahesh Manjrekar, Deepali Pansare, Danish Pandor, Jason Tham, Reena Aggarwal, Swati Rajput",India,"April 15, 2017",2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","a mix of brilliance, erudition and skill enables a modern sherlock holmes to solve impossible cases, all while he tries to heal personal wounds."
80122192,TV Show,bhaage re mann,,"Karuna Pandey, Chandan Anand, Kanika Shivpuri, Ved Thappar, Nupur Alankar, Tarun Mehta, Priya Marathe, Vasundhara Kaul, Ankit Narang, Arshima Thapar",India,"April 15, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","an impulsive, free-spirited woman who's defied convention for much of her life suddenly finds herself flirting with a classic romance."
80015280,Movie,bibi & tina,detlev buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Ruby O. Fee, Charly Hübner, Michael Maertens, Winnie Böwe, Fabian Buch, Max von der Groeben, Martin Seifert",Germany,"April 15, 2017",2014,TV-PG,97 min,"Children & Family Movies, Music & Musicals",teen witch bibi and horse-loving tina face trouble when a posh girl flirts with tina's boyfriend and a crook sets his greedy eyes on a promising foal.
80141253,Movie,bibi & tina ii,detlev buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Emilio Moutaoukkil, Michael Maertens, Martin Seifert, Winnie Böwe, Fabian Buch, Mavie Hörbiger, Olli Schulz, Charly Hübner, Milan Peschel",Germany,"April 15, 2017",2014,TV-14,105 min,"Children & Family Movies, Music & Musicals","when robbers hit falkenstein castle, teen witch bibi and pal tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch."
80141254,Movie,bibi & tina: girls versus boys,detlev buck,"Lina Larissa Strahl, Lisa-Marie Koroll, Tilman Pörzgen, Philipp Laude, Charly Hübner, Louis Held, Benjamin Lutzke, Max von der Groeben, Kostja Ullmann, Michael Maertens, Fabian Buch, Winnie Böwe",Germany,"April 15, 2017",2016,TV-14,107 min,"Children & Family Movies, Music & Musicals","at summer camp, young bibi and her friends are pitted against the boys in a treasure hunt. but what's a witch to do when she loses her powers?"
80122235,TV Show,gangs of hassepur,,"Ragini Khanna, Mandira Bedi, Tanishaa Mukerji",India,"April 15, 2017",2014,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations."
80122191,TV Show,maharakshak devi,,"Umang Jain, Indraneil Sengupta, Rohit Bakshi, Karan Suchak, Shresth Kumar, Ankit Gera, Rushiraj Pawar, Nikita Sharma, Varun Kapoor, Kamalika Guha Thakurta, Sahil Uppal, Charu Asopa",India,"April 15, 2017",2015,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","after years spent in isolation, a young girl with extraordinary powers returns to human society to battle dark, mythological beings."
80176265,TV Show,oddbods,,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi","United Kingdom, Singapore","April 15, 2017",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","seven furry, colorful friends who live in the small town of oddsville like to play, have adventures and get into all sorts of creative mischief."
70205713,TV Show,rosario tijeras,,"María Fernanda Yépez, Andrés Sandoval, Sebastian Martinez, Adriana Arango, Juan Felipe Barrientos, Héctor García",Colombia,"April 15, 2017",2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","this is rosario's story, a girl born and raised in the city slums who becomes a legend in her own time in spite of her humble upbringing."
80160081,Movie,slam,andrea molaioli,"Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari",Italy,"April 15, 2017",2017,TV-MA,99 min,"Comedies, Dramas, International Movies","teen father-to-be sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder tony hawk."
80168301,Movie,the wedding party,kemi adetiba,"Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe",Nigeria,"April 15, 2017",2016,TV-14,101 min,"Comedies, Dramas, International Movies","as their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests."
80064273,Movie,band of robbers,"aaron nee, adam nee","Kyle Gallner, Adam Nee, Matthew Gray Gubler, Melissa Benoist, Hannibal Buress, Eric Christian Olsen, Stephen Lang, Daniel Edward Mora, Johnny Pemberton, Cooper Huckabee, Lee Garlington, Beth Grant, Creed Bratton",USA,"April 15, 2016",2015,NR,95 min,"Action & Adventure, Comedies, Independent Movies","recast as modern-day men, tom sawyer and huck finn draft their misfit cronies to help find the buried treasure the two have sought since boyhood."
80098475,Movie,belgica,"felix van groeningen, felix van groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France","April 15, 2016",2016,NR,127 min,"Dramas, International Movies","two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price."
80058247,Movie,prescription thugs,"chris bell, josh alexander, greg young",Chris Bell,USA,"April 15, 2016",2015,NR,86 min,Documentaries,a documentarian uses his own family's experiences as a springboard to explore the ethical issues surrounding the fda and pharmaceutical industry.
70302184,Movie,from one second to the next,werner herzog,,USA,"April 15, 2014",2013,NR,35 min,Documentaries,werner herzog chronicles the devastating consequences of texting and driving. the film examines how lives can be forever altered by a trivial text.
81060043,Movie,antidote,ken barbet,"Randy Couture, Chuck Zito, Wil Traval, Celeste Thornton, Rafael De La Fuente, Alyona Chekhova, Natali Yura, Thom Rivera",USA,"April 14, 2019",2018,TV-14,90 min,"Action & Adventure, Horror Movies",a tough-as-nails treasure hunter protects a humanitarian doctor as she tries to cure a supernatural disease caused by a mysterious witch.
81024557,Movie,thriller,dallas jackson,"Jessica Allain, Luke Tennie, Tequan Richmond, Paige Hurd, Chelsea Rendon, Mitchell Edwards, Pepi Sonuga, Jason Woods, Maestro Harrell, RZA, Mykelti Williamson",USA,"April 14, 2019",2018,TV-MA,87 min,Horror Movies,"when a prank goes wrong, a shy kid from compton is sent away for murder. four years later, he’s back and out for revenge on homecoming weekend."
70124562,Movie,nowhere boy,sam taylor-johnson,"Aaron Taylor-Johnson, Anne-Marie Duff, Kristin Scott Thomas, David Threlfall, Thomas Brodie-Sangster, David Morrissey, Sam Bell, Ophelia Lovibond, Josh Bolt, Andrew Buchan","United Kingdom, Canada","April 14, 2018",2009,R,99 min,Dramas,"raised by his aunt since he was a young boy, charismatic john lennon is suddenly reunited with his mother, julia, which ignites a bitter battle."
80156683,Movie,arctic heart,marie madinier,"Charlotte Le Bon, Guillaume Canet, Anne Le Ny, Patrick d'Assumçao, Damien Chapelle, Xavier Beauvois, Vincent Launay-Franceschini","France, Belgium","April 14, 2017",2016,TV-14,81 min,"Dramas, International Movies, Romantic Movies","madly in love with a brilliant scientist studying an immunizing protein produced by penguins, a timid med student offers her body to his research."
80141185,Movie,our lovers,miguel ángel lamata,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca",Spain,"April 14, 2017",2016,TV-MA,92 min,"Comedies, Dramas, International Movies","a love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop – and without knowing anything about each other."
80126569,Movie,sandy wexler,steven brill,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",USA,"April 14, 2017",2017,TV-14,131 min,Comedies,"when a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off."
80171982,Movie,the chosen,antonio chavarrías,"Alfonso Herrera, Hannah Murray, Henry Goodman, Julian Sands, Frances Barber, Emilio Echevarría, Alejandro Calva, Elvira Mínguez, Roger Casamajor, Luis Rosales, Javier Godino, Alexander Holtmann, Brontis Jodorowsky","Spain, Mexico","April 14, 2017",2016,TV-14,111 min,"Dramas, International Movies, Thrillers","in 1937, spanish revolutionary ramón trains as a soviet spy, impersonating a wealthy belgian as part of a plot to assassinate leon trotsky in mexico."
80035467,Movie,the seven five,tiller russell,,USA,"April 14, 2017",2014,R,104 min,Documentaries,"this riveting film examines the case of mike dowd, a corrupt brooklyn cop who became dirtier than the drug dealers he was supposed to be policing."
80156856,Movie,we are family,gabriel julien-laferrière,"Julie Gayet, Thierry Neuvic, Julie Depardieu, Lucien Jean-Baptiste, Claudia Tagbo, Philippe Katerine, Chantal Ladesou, Arié Elmaleh, Nino Kirtadze, Caterina Murino, Teïlo Azaïs, Louvia Bachelier, Violette Guillon, Sadio Diallo, Benjamin Douba-Paris, Lilian Dugois, Luna Aglat, Chann Aglat","France, Belgium","April 14, 2017",2016,TV-MA,99 min,"Comedies, International Movies","fed up with being shuffled around, a boy from a big blended family decides that the kids should live in one house and the parents take turns visiting."
81041391,Movie,a land imagined,yeo siew hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore","April 13, 2019",2019,TV-MA,95 min,"Dramas, International Movies",a cop in singapore investigates the disappearance of a chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
81018120,Movie,who would you take to a deserted island?,jota linares,"María Pedraza, Jaime Lorente, Pol Monen, Andrea Ros",Spain,"April 13, 2019",2019,TV-MA,94 min,"Dramas, International Movies","on their last night together, four longtime flatmates' lives are suddenly upended when a secret is revealed during the course of an evening celebration."
80240213,TV Show,club friday to be continued - my beautiful tomboy,,"Puttichai Kasetsin, Lalana Kongtoranin",,"April 13, 2018",2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","a change in sexual identity complicates young meen's relationships, while memories of a past romance remain fresh."
80152625,Movie,come sunday,joshua marston,"Chiwetel Ejiofor, Martin Sheen, Danny Glover, Jason Segel, Condola Rashad, Lakeith Stanfield, Stacey Sargeant, Vondie Curtis-Hall",USA,"April 13, 2018",2018,TV-14,105 min,"Dramas, Faith & Spirituality, Independent Movies",a crisis of faith sets renowned fundamentalist preacher carlton pearson on a new spiritual path that jeopardizes everything he holds dear.
80175421,Movie,i am not an easy man,eleonore pourriat,"Vincent Elbaz, Marie-Sophie Ferdane, Pierre Benezit, Blanche Gardin, Celine Menville",France,"April 13, 2018",2018,TV-MA,99 min,"Comedies, International Movies, Romantic Movies",a shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.
80104198,TV Show,lost in space,,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio",USA,"April 13, 2018",2018,TV-PG,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","after crash-landing on an alien planet, the robinson family fights against all odds to survive and escape. but they're surrounded by hidden dangers."
80239864,TV Show,"o-negative, love can’t be designed",,"Jirayu La-ongmanee, Thanapob Leeratanakajorn, Violette Wautier, Supassra Thanachat, Arachaporn Pokinpakorn",,"April 13, 2018",2016,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","five schoolmates who share a blood type navigate the vagaries of friendship, love and university life."
80108518,Movie,azhar,anthony d'souza,"Emraan Hashmi, Prachi Desai, Nargis Fakhri, Lara Dutta, Kunaal Roy Kapur, Gautam Gulati, Anikie Maguire, Kulbhushan Kharbanda, Rajesh Sharma, Shernaz Patel, Veerendra Saxena",India,"April 12, 2019",2016,TV-PG,129 min,"Dramas, International Movies, Sports Movies","this biopic traces the tumultuous life and career of top cricket player mohammad azharuddin, who led india's national team in the 1990s."
80172002,Movie,band aid,zoe lister-jones,"Zoe Lister-Jones, Adam Pally, Fred Armisen, Susie Essman, Retta, Hannah Simone, Brooklyn Decker, Angelique Cabral, Colin Hanks, Ravi V. Patel, Jamie Chung, Erinn Hayes, Gillian Zinser, Jesse Williams",USA,"April 12, 2019",2017,R,94 min,"Comedies, Dramas, Independent Movies","a young married couple tries to save their disintegrating relationship by turning their fights into songs, with the help of an oddball neighbor."
